x,y,z,rx,ry,rz
4.8099,1.5375,3.0195,-11.318,5.6106,1.0297
4.8091,1.5372,3.0194,-11.329,5.5571,0.96823
4.8092,1.5371,3.0194,-11.322,5.5603,0.95636
4.8088,1.537,3.0193,-11.325,5.5358,0.92811
4.8085,1.5369,3.0192,-11.323,5.5117,0.90206
4.8081,1.5368,3.0191,-11.323,5.4904,0.87555
4.8078,1.5367,3.019,-11.319,5.4655,0.84932
4.8076,1.5366,3.0189,-11.316,5.4404,0.82253
4.8073,1.5365,3.0188,-11.313,5.4156,0.79486
4.807,1.5364,3.0188,-11.308,5.3892,0.76719
4.8068,1.5363,3.0188,-11.302,5.363,0.74031
4.8066,1.5362,3.0188,-11.288,5.3464,0.71084
4.8063,1.5362,3.0187,-11.28,5.3186,0.6831
4.8061,1.5361,3.0187,-11.273,5.2907,0.6601
4.8059,1.536,3.0187,-11.263,5.2624,0.63515
4.8057,1.536,3.0186,-11.252,5.2335,0.61211
4.8055,1.5359,3.0185,-11.244,5.2044,0.58866
4.8053,1.5359,3.0185,-11.235,5.1769,0.56595
4.8051,1.5358,3.0185,-11.226,5.1508,0.54534
4.805,1.5358,3.0186,-11.21,5.1307,0.52069
4.8049,1.5358,3.0186,-11.202,5.1107,0.50323
4.8049,1.5357,3.0187,-11.19,5.0823,0.48303
4.8047,1.5357,3.0187,-11.179,5.0601,0.46304
4.8046,1.5357,3.0189,-11.171,5.0403,0.44452
4.8045,1.5357,3.0189,-11.159,5.0225,0.425
4.8045,1.5358,3.019,-11.149,5.0062,0.40719
4.8044,1.5358,3.0191,-11.138,4.9925,0.38919
4.8044,1.5359,3.0191,-11.122,4.9875,0.36852
4.8043,1.5359,3.0192,-11.109,4.9804,0.35083
4.8042,1.536,3.0192,-11.097,4.9744,0.33267
4.8041,1.536,3.0193,-11.084,4.9715,0.31567
4.8041,1.5361,3.0194,-11.071,4.9722,0.29935
4.8041,1.5361,3.0195,-11.057,4.9733,0.28369
4.8039,1.5361,3.0194,-11.044,4.9769,0.26623
4.8038,1.5361,3.0195,-11.03,4.9829,0.25248
