x,y,z,rx,ry,rz
2.9116,1.5767,0.89444,8.8882,20.995,1.6448
2.9117,1.5767,0.89426,8.8746,20.989,1.6673
2.9116,1.5767,0.89421,8.871,20.987,1.6682
2.9117,1.5767,0.89413,8.865,20.985,1.6763
2.9118,1.5767,0.89407,8.8595,20.979,1.682
2.9118,1.5767,0.894,8.8542,20.976,1.6874
2.912,1.5767,0.89407,8.8508,20.978,1.6934
2.9121,1.5767,0.894,8.8461,20.975,1.6984
2.9121,1.5766,0.89392,8.8413,20.97,1.7048
2.9121,1.5766,0.89386,8.8367,20.964,1.71
2.9123,1.5766,0.89379,8.83,20.956,1.7184
2.9123,1.5766,0.89374,8.8275,20.952,1.7228
2.9124,1.5766,0.89368,8.8236,20.942,1.7292
2.9124,1.5766,0.89362,8.8202,20.934,1.7351
2.9125,1.5766,0.89356,8.8164,20.927,1.7402
2.9127,1.5765,0.89359,8.8151,20.925,1.7465
2.9127,1.5765,0.89353,8.8123,20.916,1.7522
2.9127,1.5765,0.89345,8.8096,20.909,1.7601
2.9128,1.5765,0.89339,8.8079,20.901,1.7652
2.9128,1.5765,0.89332,8.8047,20.891,1.7705
2.9129,1.5765,0.89327,8.8042,20.882,1.7768
2.9129,1.5765,0.89322,8.8036,20.875,1.7836
2.913,1.5765,0.89318,8.8031,20.868,1.79
2.9131,1.5764,0.8931,8.8017,20.858,1.7986
2.9132,1.5764,0.89305,8.8014,20.849,1.8047
2.9132,1.5764,0.89299,8.801,20.84,1.8151
2.9132,1.5764,0.89294,8.8007,20.831,1.8227
2.913,1.5764,0.89282,8.8011,20.822,1.827
2.9131,1.5764,0.89277,8.8012,20.814,1.8354
2.9131,1.5764,0.89271,8.8017,20.806,1.8433
2.9132,1.5764,0.89267,8.8032,20.798,1.8525
2.9133,1.5764,0.89265,8.805,20.793,1.8615
2.9133,1.5764,0.89261,8.8048,20.787,1.871
2.9134,1.5764,0.89255,8.8072,20.779,1.882
2.9134,1.5764,0.89251,8.8078,20.773,1.8906
2.9135,1.5764,0.89246,8.8076,20.768,1.9001
2.9135,1.5764,0.89242,8.8071,20.764,1.9089
2.9136,1.5764,0.89237,8.8063,20.761,1.9165
2.9136,1.5764,0.89233,8.8063,20.757,1.9253
2.9137,1.5764,0.89226,8.8056,20.754,1.9329
2.9138,1.5764,0.89221,8.8055,20.752,1.9414
2.9138,1.5763,0.89215,8.8043,20.748,1.9508
2.9138,1.5763,0.89211,8.8031,20.747,1.9582
2.9139,1.5763,0.89207,8.8005,20.745,1.9647
2.9136,1.5764,0.89197,8.7972,20.742,1.9673
2.9137,1.5764,0.89193,8.7947,20.74,1.9733
2.9138,1.5764,0.89191,8.7924,20.738,1.9789
2.9138,1.5764,0.89188,8.7908,20.736,1.9838
2.9139,1.5764,0.89186,8.7895,20.736,1.9885
2.914,1.5764,0.89182,8.7879,20.735,1.9951
2.914,1.5764,0.89179,8.7854,20.733,2.0012
2.9141,1.5764,0.89176,8.7832,20.731,2.0053
2.9143,1.5764,0.89176,8.7814,20.728,2.0139
2.9143,1.5764,0.89174,8.7795,20.726,2.019
2.9144,1.5764,0.89173,8.7797,20.724,2.0238
2.9145,1.5764,0.89171,8.7788,20.722,2.0274
2.9146,1.5764,0.8917,8.7791,20.721,2.0315
2.9146,1.5764,0.89167,8.7793,20.72,2.0349
2.9146,1.5763,0.89162,8.7784,20.718,2.0378
2.9146,1.5763,0.89159,8.7793,20.717,2.0405
2.9146,1.5763,0.89154,8.7797,20.715,2.0432
2.9146,1.5763,0.89152,8.7814,20.713,2.0451
2.9148,1.5763,0.89155,8.7811,20.712,2.0514
2.9148,1.5763,0.89153,8.7838,20.71,2.0514
2.9149,1.5763,0.89151,8.7854,20.708,2.054
2.9148,1.5763,0.89131,8.7882,20.701,2.0545
2.9149,1.5763,0.89128,8.7928,20.697,2.055
2.9149,1.5763,0.89125,8.7964,20.694,2.0578
2.9149,1.5763,0.89122,8.8022,20.69,2.0573
2.9147,1.5763,0.89115,8.8068,20.685,2.055
2.9147,1.5763,0.89112,8.8118,20.681,2.0552
2.9147,1.5763,0.89109,8.8192,20.674,2.053
2.9147,1.5763,0.89107,8.8265,20.671,2.0544
2.9147,1.5763,0.89101,8.8352,20.667,2.0516
2.9148,1.5763,0.89099,8.8438,20.663,2.0528
2.9147,1.5761,0.89092,8.8532,20.654,2.0509
2.9147,1.5761,0.8909,8.8621,20.649,2.0499
2.9148,1.5761,0.8909,8.8696,20.644,2.0537
2.9148,1.5761,0.89088,8.8795,20.641,2.0535
2.9148,1.5761,0.89085,8.8908,20.636,2.0537
2.9148,1.5761,0.89083,8.9013,20.631,2.054
2.9149,1.576,0.89079,8.9147,20.629,2.0546
2.9149,1.576,0.89077,8.9265,20.626,2.0547
2.9148,1.576,0.89073,8.937,20.621,2.0552
2.9148,1.576,0.8907,8.9511,20.619,2.055
2.9149,1.576,0.89068,8.9623,20.616,2.0556
2.9149,1.576,0.89066,8.9747,20.613,2.0562
2.9149,1.5759,0.89064,8.9882,20.611,2.0553
2.9148,1.576,0.89059,9.0016,20.608,2.0521
2.9148,1.576,0.89056,9.0146,20.607,2.0504
2.9149,1.576,0.89062,9.0337,20.609,2.0481
2.9149,1.5759,0.8906,9.0471,20.606,2.0461
2.9148,1.5759,0.89055,9.0601,20.602,2.0443
2.9148,1.5759,0.89053,9.0738,20.599,2.0423
2.9148,1.5759,0.8905,9.09,20.596,2.04
2.9148,1.5758,0.89048,9.1005,20.595,2.0382
2.9148,1.5758,0.89046,9.1169,20.592,2.0362
2.9148,1.5758,0.89044,9.1305,20.587,2.0322
2.9149,1.5758,0.89044,9.1424,20.585,2.0288
2.9149,1.5758,0.89042,9.1558,20.582,2.0258
2.9148,1.5758,0.89039,9.1687,20.576,2.025
2.9149,1.5758,0.89037,9.1823,20.57,2.0213
2.9147,1.5758,0.89031,9.1946,20.565,2.0157
2.9147,1.5758,0.89029,9.2043,20.56,2.0135
2.9147,1.5758,0.89027,9.2173,20.555,2.0094
2.9147,1.5757,0.89025,9.2345,20.549,2.0043
2.9148,1.5757,0.89031,9.246,20.549,2.0003
2.9148,1.5757,0.89029,9.2596,20.543,1.9963
2.9148,1.5757,0.89026,9.2728,20.536,1.9942
2.9148,1.5757,0.89024,9.285,20.532,1.9897
2.9147,1.5757,0.8902,9.2958,20.525,1.9847
2.9147,1.5757,0.89018,9.309,20.522,1.9807
2.9147,1.5757,0.89015,9.3222,20.517,1.9761
2.9147,1.5757,0.89013,9.3345,20.514,1.9726
2.9146,1.5757,0.8899,9.3515,20.502,1.9686
2.9146,1.5757,0.88988,9.3643,20.499,1.9648
2.9145,1.5756,0.88984,9.3766,20.494,1.9634
2.9145,1.5756,0.88981,9.3894,20.488,1.9605
2.9146,1.5756,0.88981,9.4002,20.484,1.9603
2.9147,1.5756,0.88979,9.4113,20.48,1.9571
2.9147,1.5756,0.88976,9.4224,20.477,1.955
2.9146,1.5756,0.88972,9.4325,20.473,1.9512
2.9147,1.5756,0.88969,9.4431,20.469,1.949
2.9147,1.5756,0.88976,9.4565,20.469,1.9471
2.9147,1.5756,0.88974,9.4681,20.464,1.9463
2.9147,1.5756,0.88968,9.4783,20.458,1.9461
2.9147,1.5756,0.88966,9.4881,20.455,1.9455
2.9146,1.5756,0.88962,9.4965,20.452,1.9432
2.9147,1.5755,0.8896,9.5061,20.448,1.9425
2.9147,1.5755,0.88957,9.5161,20.445,1.9406
2.9147,1.5755,0.88955,9.5258,20.442,1.9402
2.9147,1.5755,0.88955,9.5372,20.441,1.9396
2.9147,1.5755,0.88952,9.547,20.436,1.9388
2.9147,1.5755,0.88948,9.5555,20.433,1.94
2.9147,1.5755,0.88945,9.5659,20.43,1.9408
2.9149,1.5754,0.88946,9.5726,20.428,1.9444
2.9149,1.5754,0.88943,9.5823,20.424,1.9466
2.915,1.5754,0.88944,9.5908,20.423,1.9488
2.915,1.5754,0.88941,9.6005,20.42,1.9494
2.9151,1.5753,0.88951,9.6104,20.423,1.9488
2.9151,1.5753,0.88948,9.6179,20.42,1.9499
2.9151,1.5753,0.88946,9.6273,20.416,1.9508
2.9151,1.5752,0.8894,9.6361,20.408,1.9515
2.9151,1.5752,0.88937,9.6434,20.404,1.9528
2.9152,1.5752,0.88937,9.6504,20.4,1.955
2.9152,1.5752,0.88934,9.6575,20.393,1.955
2.9152,1.5752,0.8893,9.6652,20.388,1.9563
2.9152,1.5752,0.88927,9.6738,20.381,1.9564
2.9152,1.5752,0.88899,9.6832,20.369,1.9568
2.9151,1.5752,0.88894,9.6908,20.36,1.9584
2.9152,1.5752,0.8889,9.7,20.352,1.9585
2.9152,1.5752,0.88885,9.7075,20.341,1.9581
2.9152,1.5751,0.88881,9.7139,20.331,1.9572
2.9152,1.5751,0.88876,9.7214,20.318,1.9577
2.9153,1.575,0.88876,9.7292,20.307,1.9598
2.9153,1.575,0.88871,9.737,20.294,1.9591
2.9153,1.575,0.88862,9.7461,20.279,1.9557
2.9153,1.575,0.88856,9.7553,20.264,1.9537
2.9153,1.575,0.8885,9.7647,20.245,1.9526
2.9153,1.575,0.88845,9.7743,20.227,1.9497
2.9151,1.5749,0.88832,9.7828,20.206,1.9423
2.9151,1.5749,0.88827,9.7915,20.186,1.9388
2.9151,1.5749,0.88821,9.8024,20.165,1.9344
2.9151,1.5748,0.88815,9.8147,20.143,1.9304
2.9151,1.5748,0.88809,9.8293,20.125,1.9265
2.9151,1.5748,0.88803,9.842,20.102,1.9219
2.9151,1.5747,0.88796,9.8562,20.079,1.9169
2.915,1.5746,0.88787,9.8722,20.053,1.908
2.915,1.5746,0.88779,9.8898,20.028,1.8992
2.915,1.5745,0.88773,9.906,20.003,1.8887
2.915,1.5745,0.88766,9.9273,19.977,1.874
2.915,1.5745,0.88761,9.9495,19.949,1.8588
2.9149,1.5744,0.88754,9.976,19.917,1.8376
2.915,1.5744,0.88766,10.007,19.895,1.8186
2.915,1.5743,0.8876,10.042,19.861,1.7917
2.9148,1.5742,0.8875,10.078,19.824,1.7671
2.9147,1.5741,0.88744,10.123,19.785,1.7378
2.9145,1.5741,0.88736,10.17,19.747,1.7086
2.9145,1.574,0.88731,10.224,19.704,1.6769
2.9144,1.574,0.88727,10.279,19.661,1.6457
2.9143,1.5739,0.88721,10.346,19.615,1.6094
2.9141,1.5739,0.88701,10.416,19.565,1.5723
2.914,1.5739,0.88696,10.495,19.516,1.53
2.9138,1.5739,0.88689,10.572,19.464,1.485
2.9137,1.5738,0.88684,10.665,19.411,1.4328
2.9135,1.5738,0.8868,10.759,19.355,1.3751
2.9133,1.5737,0.88674,10.862,19.295,1.3102
2.9131,1.5737,0.88669,10.973,19.235,1.2416
2.9129,1.5736,0.88668,11.095,19.172,1.1666
2.9127,1.5735,0.88665,11.234,19.102,1.0813
2.9126,1.5735,0.8868,11.382,19.038,0.99366
2.9123,1.5734,0.88677,11.54,18.964,0.89915
2.9119,1.5733,0.88672,11.711,18.884,0.80145
2.9116,1.5733,0.8867,11.898,18.803,0.69765
2.9113,1.5732,0.8867,12.097,18.718,0.59277
2.9109,1.5732,0.88669,12.313,18.632,0.48087
2.9104,1.5732,0.88664,12.543,18.541,0.3621
2.9099,1.5731,0.88664,12.859,18.423,0.20915
2.9095,1.5731,0.88666,13.126,18.328,0.084047
2.909,1.573,0.88666,13.406,18.226,-0.046614
2.9083,1.5728,0.8866,13.698,18.119,-0.18295
2.9078,1.5727,0.8866,14.0,18.011,-0.31949
2.9073,1.5726,0.88662,14.31,17.898,-0.45871
2.9068,1.5725,0.88663,14.64,17.78,-0.60606
2.9063,1.5724,0.88663,14.973,17.659,-0.75498
2.9058,1.5723,0.88664,15.265,17.552,-0.8844
2.9053,1.5721,0.88681,15.626,17.428,-1.0412
2.9047,1.572,0.88682,15.988,17.295,-1.199
2.9041,1.5718,0.88682,16.357,17.156,-1.3615
2.9035,1.5717,0.88683,16.732,17.015,-1.5244
2.9029,1.5715,0.88684,17.131,16.863,-1.6946
2.9024,1.5713,0.88688,17.507,16.721,-1.8534
2.9019,1.5711,0.88691,17.903,16.565,-2.0204
2.9012,1.5708,0.88692,18.321,16.401,-2.1935
2.9006,1.5706,0.88685,18.73,16.241,-2.3616
2.9,1.5704,0.88686,19.139,16.075,-2.5266
2.8994,1.5701,0.88687,19.56,15.899,-2.6944
2.8988,1.5699,0.88687,19.992,15.719,-2.8612
2.8982,1.5696,0.88689,20.425,15.533,-3.0242
2.8975,1.5693,0.88689,20.863,15.345,-3.1866
2.8971,1.5689,0.88696,21.305,15.152,-3.3411
2.8965,1.5686,0.88698,21.754,14.954,-3.4956
2.8959,1.5683,0.887,22.198,14.755,-3.6424
2.8954,1.568,0.88712,22.652,14.56,-3.7854
2.8949,1.5676,0.88714,23.114,14.351,-3.9263
2.8943,1.5674,0.88717,23.552,14.15,-4.057
2.8938,1.567,0.88718,24.0,13.944,-4.1869
2.8934,1.5667,0.88722,24.442,13.74,-4.3112
2.8929,1.5663,0.88723,24.888,13.531,-4.4358
2.8924,1.5659,0.88723,25.328,13.324,-4.5582
2.8918,1.5655,0.88724,25.878,13.064,-4.7096
2.8914,1.5652,0.88701,26.223,12.904,-4.7982
2.8909,1.5648,0.887,26.773,12.64,-4.9473
2.8903,1.5644,0.88697,27.214,12.425,-5.0638
2.8899,1.564,0.88697,27.655,12.211,-5.1794
2.8894,1.5636,0.88695,28.105,11.991,-5.2939
2.8889,1.5632,0.88696,28.558,11.772,-5.404
2.8885,1.5628,0.88695,29.006,11.552,-5.5111
2.888,1.5624,0.88696,29.461,11.331,-5.6138
2.8877,1.562,0.887,29.941,11.102,-5.715
2.8872,1.5616,0.88702,30.409,10.873,-5.8088
2.8868,1.5612,0.88703,30.88,10.643,-5.8995
2.8863,1.5607,0.88705,31.361,10.408,-5.9874
2.886,1.5602,0.88709,31.843,10.172,-6.0701
2.8855,1.5598,0.88711,32.331,9.9311,-6.1513
2.8852,1.5592,0.88717,32.822,9.685,-6.2292
2.8847,1.5587,0.8872,33.318,9.437,-6.3041
2.8843,1.5582,0.88723,33.814,9.1841,-6.3773
2.8838,1.5577,0.88709,34.324,8.9233,-6.4501
2.8834,1.5571,0.88712,34.818,8.6656,-6.5152
2.8829,1.5565,0.88712,35.32,8.4009,-6.5757
2.8825,1.5559,0.88717,35.822,8.1339,-6.6375
2.8821,1.5553,0.88722,36.334,7.8535,-6.6978
2.8817,1.5548,0.88728,36.829,7.5814,-6.7516
2.8816,1.5541,0.88742,37.334,7.2982,-6.8037
2.8812,1.5535,0.88748,37.843,7.0114,-6.855
2.8808,1.5528,0.88756,38.352,6.7202,-6.9047
2.8804,1.5522,0.88746,38.872,6.4256,-6.9521
2.88,1.5516,0.88754,39.39,6.1241,-6.9981
2.8796,1.5509,0.88762,39.908,5.8217,-7.0385
2.8793,1.5502,0.88773,40.432,5.5134,-7.0812
2.8789,1.5495,0.88785,40.96,5.1996,-7.1193
2.8786,1.5488,0.88797,41.491,4.8835,-7.1589
2.8782,1.5481,0.88809,42.021,4.5653,-7.1916
2.8779,1.5474,0.88823,42.559,4.242,-7.2219
2.8774,1.5467,0.88814,43.119,3.9158,-7.2441
2.8771,1.5459,0.88829,43.657,3.5928,-7.2642
2.8769,1.5454,0.8885,44.201,3.2649,-7.2772
2.8766,1.5447,0.88866,44.737,2.9419,-7.2894
2.8763,1.5439,0.88882,45.276,2.6183,-7.2977
2.876,1.5431,0.88899,45.814,2.2952,-7.3022
2.8757,1.5424,0.88917,46.351,1.972,-7.3035
2.8754,1.5416,0.88934,46.88,1.6537,-7.3017
2.8751,1.5408,0.88952,47.412,1.3347,-7.297
2.8747,1.54,0.88984,47.948,1.0245,-7.2955
2.8745,1.5393,0.89003,48.471,0.70876,-7.2855
2.8743,1.5386,0.89026,48.995,0.39371,-7.2645
2.8741,1.5378,0.89047,49.509,0.084212,-7.2476
2.8739,1.5371,0.89067,50.025,-0.22611,-7.2261
2.8737,1.5363,0.89087,50.533,-0.53128,-7.2032
2.8734,1.5355,0.89109,51.037,-0.83379,-7.1762
2.8732,1.5347,0.8913,51.538,-1.1328,-7.1453
2.8728,1.534,0.89129,52.048,-1.4243,-7.1104
2.8726,1.5332,0.8915,52.533,-1.7093,-7.0713
2.8726,1.5326,0.89177,53.024,-1.9929,-7.0182
2.8725,1.5318,0.89198,53.497,-2.2632,-6.9751
2.8723,1.5311,0.8922,53.971,-2.5305,-6.9264
2.8722,1.5303,0.89241,54.44,-2.7918,-6.8764
2.872,1.5296,0.89263,54.895,-3.0397,-6.8227
2.8714,1.529,0.89259,55.365,-3.2855,-6.7647
2.8713,1.5283,0.89279,55.803,-3.5147,-6.7069
2.8712,1.5276,0.893,56.239,-3.7357,-6.6464
2.8713,1.527,0.89326,56.664,-3.9531,-6.5784
2.8712,1.5263,0.89346,57.078,-4.1559,-6.5153
2.8705,1.5258,0.89346,57.485,-4.3595,-6.4497
2.8704,1.5252,0.89366,57.879,-4.5424,-6.3851
2.8705,1.5245,0.89391,58.273,-4.7208,-6.3227
2.8705,1.524,0.89409,58.642,-4.8842,-6.2576
2.8699,1.5235,0.89408,59.019,-5.0455,-6.1878
2.8699,1.5229,0.89427,59.371,-5.1929,-6.1208
2.87,1.5224,0.89447,59.718,-5.3388,-6.0376
2.87,1.5219,0.89464,60.05,-5.4724,-5.9695
2.87,1.5214,0.89483,60.374,-5.599,-5.8978
2.87,1.521,0.89499,60.684,-5.7179,-5.8274
2.8698,1.5206,0.89513,60.987,-5.8316,-5.7527
2.8698,1.5202,0.89529,61.276,-5.9362,-5.6789
2.8694,1.5198,0.89524,61.57,-6.0408,-5.6008
2.8694,1.5194,0.8954,61.841,-6.1335,-5.5237
2.8695,1.5191,0.89561,62.109,-6.224,-5.4346
2.8695,1.5188,0.89577,62.364,-6.3056,-5.3553
2.8696,1.5185,0.89595,62.614,-6.381,-5.2769
2.8697,1.5182,0.89612,62.852,-6.4517,-5.1971
2.8694,1.5179,0.89619,63.08,-6.519,-5.1134
2.8694,1.5176,0.89635,63.3,-6.5789,-5.034
2.8694,1.5174,0.89651,63.517,-6.6349,-4.9529
2.8689,1.5172,0.89633,63.735,-6.6934,-4.8682
2.8692,1.5173,0.89658,63.937,-6.7421,-4.7736
2.8692,1.517,0.89675,64.128,-6.7823,-4.6928
2.8693,1.5168,0.89691,64.31,-6.8188,-4.6124
2.8692,1.5167,0.89703,64.492,-6.8547,-4.5301
2.8692,1.5165,0.89719,64.659,-6.8813,-4.4504
2.8688,1.5164,0.89725,64.82,-6.9094,-4.3656
2.8688,1.5163,0.89742,64.976,-6.9299,-4.2867
2.8684,1.5161,0.89754,65.169,-6.9522,-4.1879
2.8683,1.516,0.89766,65.277,-6.9656,-4.1295
2.8686,1.5161,0.89798,65.457,-6.9902,-4.0206
2.8685,1.516,0.89812,65.589,-7.005,-3.9435
2.8685,1.5159,0.8983,65.717,-7.0149,-3.8659
2.8684,1.5158,0.89847,65.841,-7.0236,-3.7888
2.8684,1.5157,0.89867,65.957,-7.0308,-3.7147
2.8683,1.5157,0.89887,66.071,-7.0353,-3.6427
2.8678,1.5156,0.89881,66.186,-7.0435,-3.5701
2.8677,1.5156,0.89902,66.295,-7.0466,-3.5025
2.8679,1.5158,0.89929,66.407,-7.0542,-3.4253
2.8678,1.5157,0.89951,66.512,-7.0568,-3.362
2.8676,1.5157,0.89971,66.615,-7.062,-3.3027
2.8675,1.5156,0.89994,66.717,-7.0637,-3.2459
2.8675,1.5156,0.90019,66.821,-7.066,-3.1929
2.8674,1.5156,0.90044,66.92,-7.0664,-3.1406
2.8667,1.5156,0.90041,67.024,-7.0679,-3.0917
2.8666,1.5156,0.90067,67.124,-7.0674,-3.0439
2.8666,1.5158,0.90098,67.224,-7.0659,-2.9951
2.8664,1.5158,0.90127,67.321,-7.0611,-2.9526
2.8659,1.5159,0.90145,67.415,-7.0657,-2.9109
2.8657,1.5159,0.90174,67.51,-7.0585,-2.8706
2.8655,1.5159,0.90204,67.606,-7.0531,-2.8307
2.8653,1.5159,0.90235,67.701,-7.045,-2.7942
2.8645,1.516,0.90239,67.797,-7.0403,-2.7598
2.8643,1.5161,0.90271,67.889,-7.0339,-2.7286
2.8641,1.5161,0.90302,67.976,-7.0281,-2.7
2.8639,1.5162,0.90338,68.066,-7.0245,-2.6673
2.8636,1.5163,0.90373,68.153,-7.0184,-2.6418
2.8631,1.5163,0.90401,68.235,-7.0202,-2.618
2.8628,1.5164,0.90437,68.317,-7.0147,-2.5957
2.8625,1.5165,0.90472,68.392,-7.0094,-2.5737
2.8622,1.5165,0.9051,68.469,-7.0032,-2.5547
2.8614,1.5167,0.90517,68.541,-6.9987,-2.5376
2.8611,1.5167,0.90554,68.612,-6.9915,-2.5236
2.8608,1.5168,0.90595,68.679,-6.9849,-2.5095
2.8605,1.5169,0.90634,68.746,-6.9759,-2.5012
2.86,1.517,0.90668,68.81,-6.9693,-2.4977
2.8596,1.5171,0.90708,68.875,-6.9574,-2.4968
2.8591,1.5172,0.90742,68.939,-6.9422,-2.4981
2.8588,1.5173,0.90782,69.001,-6.9237,-2.5037
2.8579,1.5174,0.90821,69.066,-6.9025,-2.5161
2.8575,1.5175,0.90862,69.13,-6.8779,-2.5292
2.8571,1.5176,0.90905,69.194,-6.8501,-2.5445
2.8568,1.5178,0.90949,69.257,-6.8238,-2.5573
2.8563,1.5179,0.90992,69.322,-6.7903,-2.5784
2.8557,1.5181,0.91029,69.384,-6.7646,-2.6001
2.8552,1.5182,0.91073,69.448,-6.7272,-2.625
2.8547,1.5184,0.91114,69.509,-6.6895,-2.6503
2.8542,1.5185,0.91159,69.572,-6.649,-2.6806
2.8533,1.5186,0.912,69.633,-6.6099,-2.7144
2.8528,1.5188,0.91244,69.69,-6.5649,-2.7475
2.8523,1.5187,0.91288,69.748,-6.5298,-2.7779
2.8518,1.5189,0.91333,69.803,-6.4834,-2.8149
2.8511,1.519,0.91371,69.855,-6.4442,-2.8532
2.8505,1.5191,0.91416,69.904,-6.3967,-2.893
2.8501,1.5192,0.91462,69.952,-6.3513,-2.9334
2.8495,1.5194,0.91505,69.997,-6.3045,-2.9755
2.8485,1.5195,0.91539,70.038,-6.2584,-3.0211
2.848,1.5196,0.91583,70.075,-6.2119,-3.0648
2.8475,1.5198,0.91628,70.112,-6.1647,-3.1042
2.8469,1.5199,0.91671,70.143,-6.1158,-3.1473
2.8461,1.52,0.91707,70.17,-6.0736,-3.191
2.8455,1.5201,0.91748,70.195,-6.0236,-3.2343
2.845,1.5203,0.91791,70.216,-5.973,-3.2761
